person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_grade_encoded,home_OTHER,home_OWN,home_RENT,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,cred_hist_to_age_ratio,income_per_emp_year
22,32112,4.0,15000,13.98,0,0.47,0,3,3,False,False,False,False,False,False,True,False,0.13636363636363635,6422.4
24,10000,8.0,3000,7.9,1,0.3,0,3,1,False,False,True,False,False,False,True,False,0.125,1111.111111111111
23,32198,3.0,1000,10.95,0,0.03,0,2,2,False,False,False,True,False,False,False,False,0.08695652173913043,8049.5
21,12000,5.0,3000,8.9,1,0.25,0,4,1,False,False,True,True,False,False,False,False,0.19047619047619047,2000.0
21,12000,0.0,3000,7.88,1,0.25,0,3,1,False,False,True,False,False,False,False,True,0.14285714285714285,12000.0
23,13200,0.0,3000,13.48,1,0.23,0,3,3,False,False,True,False,False,False,False,False,0.13043478260869565,13200.0
21,32268,0.0,8000,8.0,0,0.25,0,3,1,False,True,False,False,False,True,False,False,0.14285714285714285,32268.0
23,14000,4.0,3000,7.74,1,0.21,0,3,1,False,False,True,False,False,False,False,True,0.13043478260869565,2800.0
21,14400,2.0,3000,13.43,1,0.21,1,3,3,False,False,True,False,False,True,False,False,0.14285714285714285,4800.0
22,32352,6.0,1000,15.27,1,0.03,1,2,3,False,False,False,False,True,False,False,False,0.09090909090909091,4621.714285714285
21,14400,2.0,3000,9.63,1,0.21,0,2,2,False,False,True,False,True,False,False,False,0.09523809523809523,4800.0
23,32388,0.0,6000,10.71,0,0.19,0,4,2,False,False,False,True,False,False,False,False,0.17391304347826086,32388.0
26,14400,1.0,3000,10.99,1,0.21,0,2,2,False,False,True,False,False,False,False,True,0.07692307692307693,7200.0
22,15000,3.0,3000,9.91,1,0.2,0,3,2,False,False,True,True,False,False,False,False,0.13636363636363635,3750.0
22,15000,2.0,3000,7.51,1,0.2,0,4,1,False,False,True,False,False,False,False,True,0.18181818181818182,5000.0
22,32400,6.0,4200,10.99,0,0.13,0,4,2,False,False,False,False,False,False,False,True,0.18181818181818182,4628.571428571428
25,32400,9.0,10000,13.99,0,0.31,1,3,3,False,False,False,False,False,False,True,False,0.12,3240.0
25,32400,2.0,4800,7.29,0,0.15,0,4,1,False,False,False,False,False,False,False,False,0.16,10800.0
22,32400,6.0,3625,6.92,0,0.11,0,3,1,False,False,False,True,False,False,False,False,0.13636363636363635,4628.571428571428
21,32400,2.0,10000,5.42,0,0.31,0,2,1,False,False,False,True,False,False,False,False,0.09523809523809523,10800.0
22,16320,0.0,3000,13.92,1,0.18,1,4,3,False,False,True,False,True,False,False,False,0.18181818181818182,16320.0
26,17280,0.0,3000,13.48,1,0.17,0,4,3,False,False,True,False,True,False,False,False,0.15384615384615385,17280.0
25,17400,0.0,3000,11.83,1,0.17,0,4,2,False,False,True,True,False,False,False,False,0.16,17400.0
23,17520,5.0,3000,10.37,1,0.17,0,4,2,False,False,True,False,False,False,False,False,0.17391304347826086,2920.0
21,17916,1.0,3000,6.0,1,0.17,0,3,1,False,False,True,False,False,True,False,False,0.14285714285714285,8958.0
23,18000,1.0,3000,11.71,1,0.17,0,4,2,False,False,True,False,True,False,False,False,0.17391304347826086,9000.0
21,18000,0.0,3000,7.9,1,0.17,0,2,1,False,False,True,False,False,False,False,False,0.09523809523809523,18000.0
22,32400,1.0,5500,7.49,0,0.17,0,2,1,False,False,False,False,False,False,False,False,0.09090909090909091,16200.0
21,32400,5.0,5000,16.0,1,0.15,0,2,5,False,False,False,False,False,False,True,False,0.09523809523809523,5400.0
24,18000,5.0,3000,15.27,1,0.17,1,2,3,False,False,True,False,False,False,True,False,0.08333333333333333,3000.0
23,18000,1.0,3000,15.99,1,0.17,1,2,4,False,False,True,False,True,False,False,False,0.08695652173913043,9000.0
22,18000,0.0,3000,13.99,1,0.17,1,4,3,False,False,True,False,False,True,False,False,0.18181818181818182,18000.0
26,32450,5.0,3250,6.99,0,0.1,0,4,1,False,False,False,False,False,True,False,False,0.15384615384615385,5408.333333333333
22,18000,3.0,3000,10.59,1,0.17,0,3,2,False,False,True,False,False,False,False,False,0.13636363636363635,4500.0
23,18000,4.0,3000,13.06,1,0.17,0,2,3,False,False,True,False,False,False,True,False,0.08695652173913043,3600.0
22,18000,2.0,3000,10.99,1,0.17,0,2,2,False,False,True,False,False,False,False,True,0.09090909090909091,6000.0
22,18000,1.0,3000,11.86,1,0.17,0,2,2,False,False,True,False,False,False,True,False,0.09090909090909091,9000.0
25,32500,3.0,12500,7.9,0,0.38,0,4,1,False,False,False,True,False,False,False,False,0.16,8125.0
21,18008,1.0,3000,9.7,1,0.17,0,2,2,False,False,True,False,False,True,False,False,0.09523809523809523,9004.0
22,32500,6.0,2500,6.99,0,0.08,0,3,1,False,False,False,False,False,False,False,False,0.13636363636363635,4642.857142857143
21,18864,0.0,3000,10.99,1,0.16,0,4,2,False,False,True,False,True,False,False,False,0.19047619047619047,18864.0
22,32500,5.0,14500,11.99,0,0.45,0,4,2,False,False,False,False,False,False,False,False,0.18181818181818182,5416.666666666667
22,19000,5.0,3000,13.06,1,0.16,0,2,3,False,False,True,False,False,False,False,True,0.09090909090909091,3166.6666666666665
23,19200,3.0,3000,12.99,1,0.16,1,2,3,False,False,True,False,False,False,False,True,0.08695652173913043,4800.0
23,19200,0.0,3000,9.99,1,0.16,0,3,2,False,False,True,False,False,False,True,False,0.13043478260869565,19200.0
24,32500,6.0,6600,12.73,0,0.2,0,4,3,False,False,False,False,False,True,False,False,0.16666666666666666,4642.857142857143
26,32500,8.0,3000,13.22,0,0.09,0,4,3,False,False,False,False,False,True,False,False,0.15384615384615385,3611.1111111111113
26,32500,0.0,3500,8.59,0,0.11,0,2,1,False,False,False,False,True,False,False,False,0.07692307692307693,32500.0
21,19200,0.0,3000,10.99,1,0.16,0,2,2,False,False,True,False,False,False,True,False,0.09523809523809523,19200.0
22,19200,0.0,3000,16.77,1,0.16,1,3,5,False,False,True,False,True,False,False,False,0.13636363636363635,19200.0
22,20000,2.0,3000,13.11,0,0.15,0,4,3,False,False,True,True,False,False,False,False,0.18181818181818182,6666.666666666667
21,20004,2.0,3000,10.37,0,0.15,0,3,2,False,False,True,True,False,False,False,False,0.14285714285714285,6668.0
24,20004,3.0,3000,13.48,0,0.15,0,4,3,False,False,True,False,False,False,False,True,0.16666666666666666,5001.0
23,20800,0.0,3000,11.46,0,0.14,0,4,2,False,False,True,False,False,False,False,False,0.17391304347826086,20800.0
25,32760,6.0,6000,10.59,0,0.18,0,2,2,False,False,False,False,False,False,False,True,0.08,4680.0
26,21000,3.0,3000,10.59,0,0.14,0,2,2,False,False,True,False,False,False,True,False,0.07692307692307693,5250.0
23,21000,2.0,3000,12.68,0,0.14,1,2,3,False,False,True,False,False,False,False,False,0.08695652173913043,7000.0
22,21600,2.0,3000,13.49,0,0.14,0,3,3,False,False,True,True,False,False,False,False,0.13636363636363635,7200.0
21,32900,2.0,3000,9.99,0,0.09,0,2,2,False,False,False,False,False,True,False,False,0.09523809523809523,10966.666666666666
22,32968,6.0,16500,8.9,0,0.5,0,4,1,False,True,False,True,False,False,False,False,0.18181818181818182,4709.714285714285
24,22000,3.0,3000,10.33,0,0.14,0,2,2,False,False,True,False,False,False,True,False,0.08333333333333333,5500.0
22,22800,3.0,3000,6.62,0,0.13,0,3,1,False,False,True,False,False,True,False,False,0.13636363636363635,5700.0
22,23000,4.0,3000,5.79,0,0.13,0,2,1,False,False,True,False,False,True,False,False,0.09090909090909091,4600.0
24,23000,0.0,3000,8.0,0,0.13,0,3,1,False,False,True,True,False,False,False,False,0.125,23000.0
22,33000,6.0,12000,9.91,0,0.36,0,2,2,False,True,False,False,False,False,True,False,0.09090909090909091,4714.285714285715
24,30000,2.0,3000,6.03,0,0.1,0,3,1,False,False,True,True,False,False,False,False,0.125,10000.0
22,30000,6.0,3000,10.99,0,0.1,0,4,2,False,False,True,False,False,True,False,False,0.18181818181818182,4285.714285714285
24,30000,4.0,3000,19.29,1,0.1,1,2,5,False,False,True,False,False,False,False,False,0.08333333333333333,6000.0
24,30000,2.0,3000,7.49,0,0.1,0,3,1,False,False,True,False,False,False,True,False,0.125,10000.0
22,33000,6.0,8875,10.65,0,0.27,0,4,2,False,False,False,False,False,False,False,True,0.18181818181818182,4714.285714285715
23,30000,2.0,3000,7.49,0,0.1,0,2,1,False,False,True,False,False,False,False,True,0.08695652173913043,10000.0
24,30000,1.0,3000,10.37,0,0.1,0,2,2,False,False,True,False,False,False,True,False,0.08333333333333333,15000.0
23,30000,0.0,3000,5.79,0,0.1,0,3,1,False,False,True,False,False,True,False,False,0.13043478260869565,30000.0
25,30000,3.0,3000,12.98,0,0.1,0,3,3,False,False,True,False,False,False,False,False,0.12,7500.0
23,30000,3.0,3000,15.2,1,0.1,1,2,4,False,False,True,False,False,True,False,False,0.08695652173913043,7500.0
21,30000,5.0,3000,9.62,0,0.1,0,4,2,False,False,True,False,False,False,True,False,0.19047619047619047,5000.0
25,30000,3.0,3000,13.61,0,0.1,0,2,3,False,False,True,False,False,False,True,False,0.08,7500.0
22,30000,3.0,3000,11.12,0,0.1,0,3,2,False,False,True,False,False,False,True,False,0.13636363636363635,7500.0
21,30000,4.0,3000,16.32,0,0.1,1,3,4,False,False,True,True,False,False,False,False,0.14285714285714285,6000.0
24,30000,8.0,3000,11.86,0,0.1,0,4,2,False,False,True,False,False,True,False,False,0.16666666666666666,3333.3333333333335
24,30000,1.0,3000,13.98,1,0.1,1,2,3,False,False,True,False,False,False,False,False,0.08333333333333333,15000.0
25,30000,4.0,3000,10.99,0,0.1,0,4,2,False,False,True,False,False,True,False,False,0.16,6000.0
25,33000,6.0,8000,6.62,0,0.24,0,4,1,False,False,False,True,False,False,False,False,0.16,4714.285714285715
21,33000,5.0,2000,14.27,1,0.06,0,4,3,False,False,False,False,True,False,False,False,0.19047619047619047,5500.0
25,30000,4.0,3000,12.21,1,0.1,0,4,2,False,False,True,False,True,False,False,False,0.16,6000.0
21,30000,2.0,3000,11.89,0,0.1,0,4,2,False,False,True,True,False,False,False,False,0.19047619047619047,10000.0
25,33000,9.0,3000,11.99,0,0.09,0,2,2,False,False,False,False,False,True,False,False,0.08,3300.0
24,30960,5.0,3000,15.62,0,0.1,0,4,4,False,False,True,False,False,True,False,False,0.16666666666666666,5160.0
25,33000,9.0,5000,8.49,0,0.15,0,3,1,False,False,False,False,False,False,False,True,0.12,3300.0
26,31131,0.0,3000,13.36,1,0.1,1,4,4,False,False,True,False,False,True,False,False,0.15384615384615385,31131.0
22,31200,3.0,3000,11.86,0,0.1,0,4,2,False,False,True,True,False,False,False,False,0.18181818181818182,7800.0
23,31200,2.0,3000,11.89,0,0.1,0,2,2,False,False,True,True,False,False,False,False,0.08695652173913043,10400.0
22,31356,0.0,3000,7.68,0,0.1,0,4,1,False,False,True,False,False,False,False,False,0.18181818181818182,31356.0
23,33000,3.0,8325,15.99,0,0.25,0,3,4,False,False,False,False,False,False,True,False,0.13043478260869565,8250.0
24,33000,3.0,1250,19.29,0,0.04,0,4,5,False,False,False,False,False,False,True,False,0.16666666666666666,8250.0
23,33000,4.0,8000,7.49,0,0.24,0,3,1,False,False,False,True,False,False,False,False,0.13043478260869565,6600.0
25,32000,3.0,3000,8.94,0,0.09,0,3,1,False,False,True,False,False,False,False,False,0.12,8000.0
24,32000,4.0,3000,12.29,0,0.09,1,2,3,False,False,True,False,False,True,False,False,0.08333333333333333,6400.0
24,33000,8.0,2050,13.49,1,0.06,0,2,3,False,False,False,False,True,False,False,False,0.08333333333333333,3666.6666666666665
25,32004,0.0,3000,9.32,0,0.09,0,2,1,False,False,True,False,False,False,False,False,0.08,32004.0
23,32400,6.0,3000,10.0,0,0.09,0,2,2,False,False,True,False,False,False,False,True,0.08695652173913043,4628.571428571428
22,32400,5.0,3000,16.45,0,0.09,0,3,5,False,False,True,False,False,False,True,False,0.13636363636363635,5400.0
26,32640,7.0,3000,10.75,0,0.09,0,2,2,False,False,True,False,False,False,False,True,0.07692307692307693,4080.0
26,33000,7.0,3000,5.99,0,0.09,0,4,1,False,False,True,False,False,True,False,False,0.15384615384615385,4125.0
22,33000,5.0,12375,7.29,0,0.38,0,2,1,False,False,False,False,False,False,False,False,0.09090909090909091,5500.0
25,33000,3.0,3000,5.99,0,0.09,0,2,1,False,False,True,False,False,False,False,True,0.08,8250.0
25,33000,6.0,3000,10.95,0,0.09,0,4,2,False,False,True,False,False,False,True,False,0.16,4714.285714285715
26,33189,4.0,3000,11.12,0,0.09,0,2,2,False,False,True,True,False,False,False,False,0.07692307692307693,6637.8
23,34008,5.0,3000,10.0,0,0.09,0,4,2,False,False,True,False,False,False,False,True,0.17391304347826086,5668.0
22,34500,3.0,3000,11.83,0,0.09,0,2,2,False,False,True,False,False,False,False,False,0.09090909090909091,8625.0
25,29000,9.0,3000,6.62,1,0.1,0,2,1,False,False,True,False,False,True,False,False,0.08,2900.0
22,35000,0.0,3000,10.99,0,0.09,0,2,2,False,False,True,True,False,False,False,False,0.09090909090909091,35000.0
23,35000,4.0,3000,13.85,0,0.09,0,3,3,False,False,True,False,False,False,True,False,0.13043478260869565,7000.0
22,35000,5.0,3000,10.01,0,0.09,0,2,2,False,False,True,True,False,False,False,False,0.09090909090909091,5833.333333333333
22,29244,0.0,3000,13.3,1,0.1,1,2,4,False,False,True,False,False,False,False,False,0.09090909090909091,29244.0
24,35256,2.0,3000,10.74,0,0.09,0,2,2,False,False,True,False,False,False,False,False,0.08333333333333333,11752.0
22,36000,0.0,3000,11.71,0,0.08,0,3,2,False,False,True,False,False,False,True,False,0.13636363636363635,36000.0
23,36000,0.0,3000,7.29,0,0.08,0,3,1,False,False,True,False,False,True,False,False,0.13043478260869565,36000.0
26,36000,3.0,3000,7.88,0,0.08,0,4,1,False,False,True,True,False,False,False,False,0.15384615384615385,9000.0
24,36000,0.0,3000,13.92,0,0.08,1,3,3,False,False,True,True,False,False,False,False,0.125,36000.0
23,33000,2.0,3000,14.35,0,0.09,1,3,3,False,False,False,False,False,False,False,False,0.13043478260869565,11000.0
24,36600,4.0,3000,9.33,0,0.08,0,2,2,False,False,True,False,False,False,False,False,0.08333333333333333,7320.0
25,37000,2.0,3000,11.71,0,0.08,0,2,2,False,False,True,False,False,True,False,False,0.08,12333.333333333334
21,33000,5.0,7800,9.88,0,0.24,0,2,2,False,False,False,False,False,False,True,False,0.09523809523809523,5500.0
21,37000,0.0,3000,6.39,0,0.08,0,3,1,False,False,True,True,False,False,False,False,0.14285714285714285,37000.0
25,31000,1.0,3000,10.99,1,0.1,0,4,2,False,False,True,False,True,False,False,False,0.16,15500.0
24,38000,2.0,3000,13.06,0,0.08,0,4,3,False,False,True,True,False,False,False,False,0.16666666666666666,12666.666666666666
21,38000,5.0,3000,7.05,0,0.08,0,4,1,False,False,True,False,False,False,False,False,0.19047619047619047,6333.333333333333
22,38000,0.0,3000,10.28,0,0.08,0,3,3,False,False,True,True,False,False,False,False,0.13636363636363635,38000.0
22,33000,4.0,12500,14.26,0,0.38,0,2,3,False,False,False,True,False,False,False,False,0.09090909090909091,6600.0
24,33000,0.0,8125,8.59,0,0.25,0,4,1,False,False,False,False,False,True,False,False,0.16666666666666666,33000.0
25,33000,4.0,4400,8.0,0,0.13,0,3,1,False,False,False,True,False,False,False,False,0.12,6600.0
24,38400,8.0,3000,17.56,0,0.08,1,2,5,False,False,True,False,False,False,True,False,0.08333333333333333,4266.666666666667
25,38748,2.0,3000,7.29,0,0.08,0,3,1,False,False,True,False,False,False,True,False,0.12,12916.0
24,33000,3.0,4000,13.04,0,0.12,0,4,3,False,False,False,False,False,False,False,True,0.16666666666666666,8250.0
26,33000,2.0,3000,11.49,1,0.09,0,3,2,False,False,True,False,False,True,False,False,0.11538461538461539,11000.0
22,39996,4.0,3000,14.35,0,0.08,1,3,3,False,False,True,False,False,False,True,False,0.13636363636363635,7999.2
26,33000,10.0,7000,7.43,0,0.21,0,4,1,False,False,False,False,False,False,True,False,0.15384615384615385,3000.0
23,33012,2.0,12200,10.99,0,0.37,0,4,2,False,True,False,True,False,False,False,False,0.17391304347826086,11004.0
23,40000,2.0,3000,13.49,0,0.07,0,3,3,False,False,True,False,False,False,True,False,0.13043478260869565,13333.333333333334
24,40000,1.0,3000,10.74,0,0.07,0,3,2,False,False,True,False,False,False,True,False,0.125,20000.0
21,40000,0.0,3000,7.49,0,0.07,0,3,1,False,False,True,False,False,False,False,True,0.14285714285714285,40000.0
25,40000,2.0,3000,10.25,0,0.07,0,2,2,False,False,True,False,False,True,False,False,0.08,13333.333333333334
24,40000,1.0,3000,14.22,0,0.07,0,4,3,False,False,True,False,False,True,False,False,0.16666666666666666,20000.0
22,37000,2.0,3000,20.3,1,0.08,0,2,5,False,False,True,False,False,False,False,False,0.09090909090909091,12333.333333333334
23,43000,1.0,3000,8.49,0,0.07,0,4,1,False,False,True,True,False,False,False,False,0.17391304347826086,21500.0
22,37000,6.0,3000,11.11,1,0.08,0,2,2,False,False,True,False,False,False,False,False,0.09090909090909091,5285.714285714285
23,37000,7.0,3000,10.75,1,0.08,0,4,2,False,False,True,True,False,False,False,False,0.17391304347826086,4625.0
25,43200,3.0,3000,13.8,0,0.07,1,3,3,False,False,True,False,False,False,True,False,0.12,10800.0
22,43200,4.0,3000,13.72,0,0.07,1,3,3,False,False,True,True,False,False,False,False,0.13636363636363635,8640.0
22,43500,0.0,3000,5.42,0,0.07,0,3,1,False,False,True,True,False,False,False,False,0.13636363636363635,43500.0
24,43500,1.0,3000,8.0,0,0.07,0,2,1,False,False,True,False,False,False,True,False,0.08333333333333333,21750.0
21,33280,5.0,11200,13.92,1,0.34,0,4,3,False,False,False,False,False,False,False,True,0.19047619047619047,5546.666666666667
23,43949,7.0,3000,11.49,0,0.07,0,3,2,False,False,True,False,False,True,False,False,0.13043478260869565,5493.625
23,44000,2.0,3000,9.25,0,0.07,0,3,2,False,False,True,False,False,True,False,False,0.13043478260869565,14666.666666666666
23,33300,2.0,9000,13.57,0,0.27,1,4,3,False,True,False,False,False,False,False,True,0.17391304347826086,11100.0
25,33316,4.0,5000,6.54,0,0.15,0,2,1,False,False,False,False,False,False,False,True,0.08,6663.2
24,33321,4.0,12250,13.11,0,0.37,1,4,3,False,True,False,False,False,False,False,True,0.16666666666666666,6664.2
24,33360,6.0,6000,10.59,0,0.18,0,3,2,False,False,False,False,False,False,False,False,0.125,4765.714285714285
24,33360,7.0,2500,7.14,0,0.07,0,3,1,False,False,False,False,True,False,False,False,0.125,4170.0
25,45000,4.0,3000,7.9,0,0.07,0,4,1,False,False,True,False,False,True,False,False,0.16,9000.0
24,33390,4.0,10000,7.49,0,0.3,0,4,1,False,False,False,False,True,False,False,False,0.16666666666666666,6678.0
24,45000,8.0,3000,7.49,0,0.07,0,4,1,False,False,True,False,False,True,False,False,0.16666666666666666,5000.0
24,45000,1.0,3000,9.99,0,0.07,0,4,2,False,False,True,False,False,False,False,False,0.16666666666666666,22500.0
22,45000,3.0,3000,11.99,0,0.07,0,4,2,False,False,True,False,False,False,True,False,0.18181818181818182,11250.0
24,39000,0.0,3000,14.61,1,0.08,1,4,4,False,False,True,False,False,True,False,False,0.16666666666666666,39000.0
22,45000,2.0,3000,7.49,0,0.07,0,3,1,False,False,True,True,False,False,False,False,0.13636363636363635,15000.0
24,45000,4.0,3000,9.32,0,0.07,0,2,1,False,False,True,False,False,False,False,True,0.08333333333333333,9000.0
21,39327,5.0,3000,13.67,1,0.08,0,2,4,False,False,True,False,False,True,False,False,0.09523809523809523,6554.5
23,33600,3.0,4200,7.49,0,0.13,0,3,1,False,False,False,False,False,True,False,False,0.13043478260869565,8400.0
24,39996,2.0,3000,13.48,1,0.08,1,3,3,False,False,True,True,False,False,False,False,0.125,13332.0
25,33600,9.0,7125,7.51,0,0.21,0,3,1,False,False,False,False,False,True,False,False,0.12,3360.0
22,33600,1.0,5000,18.25,0,0.15,0,2,4,False,True,False,False,False,True,False,False,0.09090909090909091,16800.0
24,33600,3.0,2500,8.9,0,0.07,0,2,1,False,False,False,False,False,False,True,False,0.08333333333333333,8400.0
25,46250,2.0,3000,7.49,0,0.06,0,3,1,False,False,True,False,False,True,False,False,0.12,15416.666666666666
22,47000,3.0,3000,6.62,0,0.06,0,2,1,False,False,True,True,False,False,False,False,0.09090909090909091,11750.0
21,47208,2.0,3000,13.92,0,0.06,1,2,3,False,False,True,False,False,False,True,False,0.09523809523809523,15736.0
25,33600,9.0,9750,7.49,0,0.29,0,3,1,False,True,False,False,False,False,False,True,0.12,3360.0
26,47500,8.0,3000,6.76,0,0.06,0,2,1,False,False,True,False,False,False,False,True,0.07692307692307693,5277.777777777777
25,48000,2.0,3000,7.49,0,0.06,0,4,1,False,False,True,False,False,False,False,False,0.16,16000.0
22,48000,0.0,3000,14.79,0,0.06,0,2,3,False,False,True,False,False,False,True,False,0.09090909090909091,48000.0
25,48000,0.0,3000,13.47,0,0.06,1,4,3,False,False,True,True,False,False,False,False,0.16,48000.0
21,48000,2.0,3000,9.76,0,0.06,0,4,2,False,False,True,True,False,False,False,False,0.19047619047619047,16000.0
26,48000,4.0,3000,10.14,0,0.06,0,3,2,False,False,True,False,False,True,False,False,0.11538461538461539,9600.0
25,33600,1.0,12000,9.99,0,0.36,0,3,2,False,False,False,False,False,False,False,True,0.12,16800.0
22,49800,1.0,3000,7.88,0,0.06,0,3,1,False,False,True,False,False,False,True,False,0.13636363636363635,24900.0
25,50000,5.0,3000,6.03,0,0.06,0,3,1,False,False,True,False,True,False,False,False,0.12,8333.333333333334
26,44000,0.0,3000,7.49,1,0.07,0,4,1,False,False,True,False,True,False,False,False,0.15384615384615385,44000.0
23,50000,1.0,3000,8.49,0,0.06,0,2,1,False,False,True,False,False,False,False,False,0.08695652173913043,25000.0
23,44000,4.0,3000,7.66,1,0.07,0,4,1,False,False,True,False,False,False,False,False,0.17391304347826086,8800.0
23,50000,0.0,3000,6.91,0,0.06,0,2,1,False,False,True,True,False,False,False,False,0.08695652173913043,50000.0
23,44000,4.0,3000,9.62,1,0.07,0,4,2,False,False,True,False,False,False,True,False,0.17391304347826086,8800.0
22,33600,6.0,5000,7.14,0,0.15,0,3,1,False,False,False,False,False,False,False,True,0.13636363636363635,4800.0
23,50000,6.0,3000,13.48,0,0.06,1,2,3,False,False,True,True,False,False,False,False,0.08695652173913043,7142.857142857143
26,50000,8.0,3000,9.88,0,0.06,0,4,2,False,False,True,False,False,False,True,False,0.15384615384615385,5555.555555555556
22,50000,6.0,3000,10.99,0,0.06,0,3,2,False,False,True,False,False,False,True,False,0.13636363636363635,7142.857142857143
24,51000,1.0,3000,8.9,0,0.06,0,2,1,False,False,True,False,False,False,False,False,0.08333333333333333,25500.0
24,51600,8.0,3000,10.65,0,0.06,0,3,2,False,False,True,False,True,False,False,False,0.125,5733.333333333333
24,51600,1.0,3000,12.68,0,0.06,1,4,3,False,False,True,False,True,False,False,False,0.16666666666666666,25800.0
24,51684,8.0,3000,10.59,0,0.06,0,2,2,False,False,True,False,False,False,True,False,0.08333333333333333,5742.666666666667
22,45996,0.0,3000,15.62,1,0.07,1,2,4,False,False,True,False,False,True,False,False,0.09090909090909091,45996.0
23,51996,1.0,3000,10.37,0,0.06,0,2,2,False,False,True,False,False,False,False,False,0.08695652173913043,25998.0
22,33640,4.0,12000,10.65,0,0.36,0,3,2,False,False,False,False,False,False,False,True,0.13636363636363635,6728.0
23,52000,0.0,3000,5.99,0,0.06,0,2,1,False,False,True,True,False,False,False,False,0.08695652173913043,52000.0
25,52000,1.0,3000,12.99,0,0.06,1,4,3,False,False,True,False,False,False,False,False,0.16,26000.0
22,33685,6.0,5000,13.85,0,0.15,0,3,3,False,False,False,True,False,False,False,False,0.13636363636363635,4812.142857142857
25,48600,0.0,12000,7.49,0,0.25,0,4,1,False,False,True,False,False,True,False,False,0.16,48600.0
22,48609,6.0,12000,7.49,0,0.25,0,3,1,False,False,True,False,False,False,False,False,0.13636363636363635,6944.142857142857
26,33800,9.0,14400,7.88,0,0.43,0,3,1,False,False,False,False,False,False,False,True,0.11538461538461539,3380.0
23,48645,1.0,12000,10.25,0,0.25,0,4,2,False,False,True,False,False,False,False,True,0.17391304347826086,24322.5
25,33800,2.0,10000,15.31,0,0.3,0,4,4,False,False,False,True,False,False,False,False,0.16,11266.666666666666
23,33800,4.0,13000,15.31,0,0.38,1,4,4,False,True,False,True,False,False,False,False,0.17391304347826086,6760.0
23,48672,6.0,12000,7.42,0,0.25,0,3,1,False,False,True,True,False,False,False,False,0.13043478260869565,6953.142857142857
23,33990,2.0,1000,10.59,1,0.03,0,2,3,False,False,False,False,False,False,False,False,0.08695652173913043,11330.0
25,49600,9.0,12000,7.14,0,0.24,0,4,1,False,False,True,True,False,False,False,False,0.16,4960.0
24,33996,8.0,4000,14.91,0,0.12,1,2,4,False,False,False,False,False,False,False,True,0.08333333333333333,3777.3333333333335
25,50000,3.0,12000,16.77,0,0.24,0,3,4,False,False,True,False,False,False,True,False,0.12,12500.0
26,50000,1.0,12000,10.99,0,0.24,0,4,2,False,False,True,False,False,False,False,True,0.15384615384615385,25000.0
21,33996,2.0,2500,7.88,1,0.07,0,3,1,False,False,False,False,True,False,False,False,0.14285714285714285,11332.0
22,33996,0.0,10000,14.96,0,0.29,1,3,4,False,True,False,False,False,False,False,True,0.13636363636363635,33996.0
21,50000,0.0,12000,11.71,0,0.24,0,3,2,False,False,True,False,False,False,True,False,0.14285714285714285,50000.0
23,50000,0.0,12000,10.59,0,0.24,0,3,2,False,False,True,True,False,False,False,False,0.13043478260869565,50000.0
24,50000,3.0,12000,17.14,0,0.24,0,4,5,False,False,True,True,False,False,False,False,0.16666666666666666,12500.0
24,44000,3.0,12000,12.23,1,0.27,0,3,3,False,False,True,False,False,False,False,False,0.125,11000.0
23,50000,1.0,12000,6.54,0,0.24,0,3,1,False,False,True,False,False,False,False,False,0.13043478260869565,25000.0
22,44000,3.0,12000,11.86,1,0.27,0,2,2,False,False,True,False,False,False,False,False,0.09090909090909091,11000.0
24,50000,1.0,12000,7.51,0,0.24,0,4,1,False,False,True,False,True,False,False,False,0.16666666666666666,25000.0
25,50000,2.0,12000,7.88,0,0.24,0,4,1,False,False,True,True,False,False,False,False,0.16,16666.666666666668
23,44000,2.0,12000,15.31,1,0.27,0,4,4,False,False,True,False,False,True,False,False,0.17391304347826086,14666.666666666666
25,50000,5.0,12000,7.88,0,0.24,0,2,1,False,False,True,False,False,False,True,False,0.08,8333.333333333334
23,50000,1.0,12000,12.87,0,0.24,1,2,3,False,False,True,True,False,False,False,False,0.08695652173913043,25000.0
22,50004,6.0,12000,10.0,0,0.24,0,2,2,False,False,True,False,False,False,True,False,0.09090909090909091,7143.428571428572
25,44004,3.0,12000,15.31,1,0.27,1,3,4,False,False,True,False,False,True,False,False,0.12,11001.0
23,44004,0.0,12000,16.0,1,0.27,0,2,5,False,False,True,False,False,False,False,True,0.08695652173913043,44004.0
22,50361,6.0,12000,12.73,0,0.24,0,4,3,False,False,True,True,False,False,False,False,0.18181818181818182,7194.428571428572
26,34000,6.0,12000,6.03,0,0.35,0,4,1,False,False,False,False,False,False,False,False,0.15384615384615385,4857.142857142857
25,50400,7.0,12000,10.99,0,0.24,0,3,2,False,False,True,False,False,False,False,False,0.12,6300.0
23,50500,1.0,12000,11.58,0,0.24,0,4,2,False,False,True,False,False,False,False,True,0.17391304347826086,25250.0
25,34000,9.0,10000,12.42,0,0.29,0,3,2,False,False,False,False,False,False,False,False,0.12,3400.0
25,34000,1.0,2500,6.03,0,0.07,0,2,1,False,False,False,False,True,False,False,False,0.08,17000.0
